,Coverage@10,HitRate@1,HitRate@5,HitRate@15,MAP@10,MRR@10,NDCG@10,Surprisal@10
DT4Rec,0.5953031130529766,0.13385826771653545,0.33858267716535434,0.41557305336832895,0.06935747614881471,0.2191521198739047,0.12546796564701865,0.2788301299561229
